filesection	Level	tab	section	subsection	                            Notes	Case	Formal/Informal	Español	English	Esperanto	Deutsch	Zuritüütsch	Lingvaro (https://github.com/lquesada/Lingvaro) - Copyright (c) 2019, Luis Quesada Torres - https://github.com/lquesada | www.luisquesada.com
10_vocabulary	A1	Vocabulary	Nouns: Amount	liquid				litro (M)	liter	litro	Liter (M/N)	Liter (M/N)	
10_vocabulary	A1	Vocabulary	Nouns: Amount	distance/length				centímetro (M)	centimeter	centimetro	Zentimeter (M/N)	Zäntimeter (M/N)	
10_vocabulary	A1	Vocabulary	Nouns: Amount	distance/length				metro (M)	meter	metro	Meter (M/N)	Meter (M/N)	
10_vocabulary	A1	Vocabulary	Nouns: Amount	distance/length				kilómetro (M)	kilometer	kilometro	Kilometer (M/N)	Kilometer (M/N)	
10_vocabulary	A1	Vocabulary	Nouns: Amount	weight				gramo (M)	gram	gramo	Gramm (N)	Gramm (N)	
10_vocabulary	A1	Vocabulary	Nouns: Amount	weight				kilogramo (M)	kilogram	kilogramo	Kilogramm (N)	Kilogramm (N)	
10_vocabulary	A2	Vocabulary	Nouns: Amount					tonelada (F)	ton	tuno	Tonne (F)	Tonne (F)	
10_vocabulary	title	Vocabulary	Nouns: Food		Nouns: Food								
10_vocabulary	A1	Vocabulary	Nouns: Food					comida (F)	food	manĝo	Lebensmittel (N)	Lebensmittel (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meal time				desayuno (M)	breakfast	matenmanĝo	Frühstück (N)	z'Morge (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	meal time				tentempié (M)	snack	manĝeto	Snack (M)	Snack (M) / z'Nüüni (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meal time				almuerzo (M) / comida (F)	lunch	tagmanĝo	Mittagessen (N)	z'Mittag (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	meal time				merienda (F)	snack	manĝeto	Snack (M)	Snack (M) / z'Vieri (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meal time				cena (F)	dinner	vespermanĝo	Abendessen (N)	z'Nacht (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meal time				comida (F)	meal	manĝo	Mahlzeit (F) / Speise (F)	Mahlziit (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	meal				entrante (M)	starter	startigilo	Vorspeise (F)	Vorspiis (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meal				acompañamiento (M)	side dish	almanĝaĵo	Beilage (F)	Billag / Billag (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meal				plato (M)	dish	plado	Gericht (N)	Gricht (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				tostada (F)	toast	toasto	Toast (M)	Toast (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				pan (M)	bread	pano	Brot (N)	Brot (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				sandwich (M)	sandwich	sandviĉo	Sandwich (N)	Sandwich (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				bocadillo (M)	sandwich	sandviĉo	Sandwich (N)	Sandwich (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				huevo (M)	egg	ovo	Ei (N)	Ei (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dish				huevos revueltos (M/Pl)	scrambled eggs	kirlovaĵo	Rührei (N)	Rüerei (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				huevo frito (M)	fried egg	fritita ovo	Spiegelei (N)	Spiegelei (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				patatas fritas (F/Pl)	french fries	terpomfritoj	Pommes frittes (Pl)	Pommes (Pl) / Pommes frittes (Pl)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dish				patata cocida (F)	boiled potato	boligita terpomo	gekochte Kartoffel (F)	kochti Härdöpfel (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dish				patata asada (F)	roast potato	rostita terpomo	Bratkartoffel (F)	Brathardöpfel (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dish				pizza (F)	pizza	pico	Pizza (F)	Pizza (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				hamburguesa (F)	burger	hamburgero	Hamburger (M)	Hamburger (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				salchicha (F)	sausage	kolbaso	Wurst (F)	Wurst (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dish				perrito caliente (M)	hot dog / hot dog	kolbasobulko	Hot Dog (N)	Hot Dog (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dish				albóndiga (F)	meatball	knelo	Fleischbällchen (M)	Fläischbölleli (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dish				tortilla (F)	omelette / omelet	omleto / ovaĵo	Omelett (N)	Omelette (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	liquid dish				sopa (F)	soup	supo	Suppe (F)	Suppe (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	liquid dish				crema (F)	cream	kremo	Cremesuppe (F)	Cremsuppe (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	liquid dish				caldo (M)	broth	buljono	Brühe (F)	Bouillon (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	recipe				receta (F)	recipe	recepto	Rezept (N)	Rezäpt (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	recipe				ingrediente (M)	ingredient	ingredienco	Zutat (F)	Zuetat (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	flour				harina (F)	flour	faruno	Mehl (N)	Mähl (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	flour				levadura (F)	yeast	gisto / fermentilo	Hefe (F)	Hefe (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	flour				masa (F)	dough	pasto	Teig (M)	Täig (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	flour				pasta (F)	pasta	pasto	Pasta (F) / Nudeln (F/Pl)	Pasta (F) / Nudle (F/Pl)	
10_vocabulary	B1	Vocabulary	Nouns: Food	flour				espaguetis (M/Pl)	spaghetti	spagetoj	Spaghetti (F)	Spaghetti (F)	
10_vocabulary	B1	Vocabulary	Nouns: Food	flour				macarrones (M/Pl)	macaroni	macaronoj	Makkaroni (Pl)	Hörnli (Pl) / Älplermagrone (Pl)	
10_vocabulary	B1	Vocabulary	Nouns: Food	flour				fideos (M/Pl)	noodles	nudeloj	Nudeln (F/Pl)	Nudle (F/Pl)	
10_vocabulary	B1	Vocabulary	Nouns: Food	flour				lasaña (F)	lasagne	lasanjo	Lasagne (F)	Lasagne (F)	
10_vocabulary	B1	Vocabulary	Nouns: Food	flour				canelones (M/Pl)	cannelloni	kanelloni	Cannelloni (M)	Cannelloni (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meat				carne (F)	meat	karno	Fleisch (N)	Fläisch (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meat				pollo (M)	chicken	kokaĵo	Hähnchen (N)	Poulet (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meat				ternera (F)	beef	bovaĵo	Rindfleisch (N)	Rindfläisch (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meat				cerdo (M)	pork	porkaĵo	Schweinefleisch (N)	Schweinefläisch (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	meat				cordero (M)	lamb	ŝafido	Lamm (N)	Lamm (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meat				pato (M)	duck	anaso	Ente (F)	Änte (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meat				conejo (M)	rabbit	kuniklo	Hase (M)	Haas (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	meat				hamburguesa (F)	hamburger	hamburgero	Hamburger (M)	Hamburger (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	meat				filete (M)	steak	bistejo	Steak (N)	Steak (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	meat				costillas (F/Pl)	ribs	ripoj	Rippen (F/Pl)	Rippe (F/Pl)	
10_vocabulary	A2	Vocabulary	Nouns: Food	meat				bacon (M) / tocino (M) / panceta (F)	bacon	porkflankaĵo	Speck (M)	Späck (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	meat				jamón (M)	raw ham	kruda ŝinko	Rohschinken (M)	Rohschinke (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	meat				jamón cocido (M)	ham	ŝinko	Schinken (M)	Schinke (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	dairy				lácteos (M/Pl)	dairy products	laktaĵoj	Milchprodukte (N/Pl)	Milchprodukt (N/Pl)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dairy				queso (M)	cheese	fromaĝo	Käse (M)	Chäs (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dairy				yogur (M)	yogurt	jogurto	Joghurt (M)	Joghurt (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dairy				queso fresco (M)	fresh cheese	freŝa fromaĝo	Frischkäse (M)	Frischchäs (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dairy				queso brie (M) / brie (M)	Brie cheese	brio	Brie (M)	Brie (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dairy				queso roquefort (M) / roquefort (M)	Roquefort cheese	rokeforto	Roquefort (M)	Roquefort (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dairy				requesón (M)	ricotta	rikoto	Ricotta (M)	Ricotta (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dairy				queso cottage (M)	cottage cheese	kazeo	Hüttenkäse (M)	Hüttechäs (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fish				pescado (M)	fish	fiŝo	Fisch (M)	Fisch (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fish				bacalao (M)	cod	moruo	Kabeljau (M)	Kabeljau (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fish				salmón (M)	salmon	salmo	Lachs (M)	Lachs (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	fish				anchoa (F)	anchovy	anĉovio	Anchovis (F)	Anchovis (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fish				atún (M)	tuna	tinuso	Thunfisch (M)	Thunfisch (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fish				gamba (F)	shrimp	salikoko	Garnele (F) / Krevette (F)	Crevette (F)	
10_vocabulary	B1	Vocabulary	Nouns: Food	fish				pulpo (M)	octopus	polpo	Oktopus (M)	Tintefisch (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	fish				calamar (M)	squid	kalmaro	Tintenfisch (M)	Tintefisch (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	fish				cangrejo (M)	crab	krabo	Krabbe (F)	Chräbs (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	vegetable				verdura (F) / vegetal (M)	vegetable	legomo	Gemüse (N)	Gmües (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	vegetable				ensalada (F)	salad	salato	Salat (M)	Salat (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	vegetable				tomate (M)	tomato	tomato	Tomate (F)	Tomate (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				ajo (M)	garlic	ajlo	Knoblauch (M)	Chnoblauch (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				cebolla (F)	onion	cepo	Zwiebel (F)	Zwible (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				zanahoria (F)	carrot	karoto	Karotte (F)	Rüebli (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				pimiento (M)	pepper	pipro	Pfeffer (M)	Pfeffer (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				berenjena (F)	eggplant	melongeno	Aubergine (F)	Aubergine (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				calabaza (F)	pumpkin	kukurbo	Kürbis (M)	Chürbis (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	vegetable				patata (F)	potato	terpomo	Kartoffel (F)	Härdöffel (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				boniato (M)	sweet potato	batato	Süßkartoffel (F)	Süesshärdöpfel (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				calabacín (M)	zucchini / courgette	legomkukurbo	Zucchini (F)	Zuchetti (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				pepino (M)	cucumber	kukumo	Gurke (F)	Gurke (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				aguacate (M)	avocado	avokado	Avocado (F)	Avocado (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				espárrago (M)	asparagus	asparago	Spargel (M)	Spargle (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				coles de bruselas (F/Pl)	bruselbrasiko	Bruseloj	Rosenkohl (M)	Rosechol (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				espinaca (F)	spinach	spinaco	Spinat (M)	Spinat (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	vegetable				lechuga (F)	lettuce	laktuko	Salat (M)	Salat (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	vegetable				canónigo (M)	lamb's lettuce	valerianelo	Gewöhnliche Feldsalat (M)	Nüsslisalat (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fungi				champiñón (M)	mushroom	fungo	Champignon (M)	Champignon (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	fungi				seta (F)	mushroom	fungo	Pilz (M)	Pilz (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	fungi				legumbre (F)	legume	legumo	Hülsenfrucht (F)	Hülsefrucht (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fungi				garbanzo (M)	chickpea	kuketo	Kichererbse (F)	Chichererbsli (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fungi				guisante (M)	pea	pizo	Erbse (F)	Erbsli (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fungi				judía (F)	bean	fabo	Bohne (F)	Bohne (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fungi				soja (F)	soy	sojfabo	Soja (F)	Soja (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fungi				lenteja (F)	lentil	lentilo	Linse (F)	Linse (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	cereals				cereales (M/Pl)	cereals	cerealoj	Getreide (N)	Geträide (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	cereals				trigo (M)	wheat	tritiko	Weiz (N)	Weize (N)	
10_vocabulary	B1	Vocabulary	Nouns: Food	cereals				centeno (M)	rye	sekalo	Roggen (M)	Rogge (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	cereals				cebada (F)	barley	hordeo	Gerste (F)	Gerste (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	cereals				arroz (M)	rice	rizo	Reis (M)	Riis (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	cereals				maiz (M)	corn	maizo	Mais (M)	Mais (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	cereals				avena (F)	oatmeal / grits	grio / avenflokoj	Haferflocken (F/Pl)	Haferflocke (F/Pl)	
10_vocabulary	A1	Vocabulary	Nouns: Food	breakfast	breakfast			cereales (M/Pl)	cereal	cerealaĵo	Müsli (N)	Müesli (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	tofu				tofu (M)	tofu	tofu	Tofu (M)	Tofu (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	nuts				fruto seco (M)	nut	nukso	Nuss (F)	Nuss (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	nuts				cacahuete (M)	peanut	ternukso	Erdnuss (F)	Erdnuss (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	nuts				avellana (F)	hazelnut	avello	Haselnuss (F)	Haselnuss (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	nuts				nuez (M)	walnut	juglando	Walnuss (F)	Walnuss (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	nuts				almendra (F)	almond	migdalo	Mandel (F)	Mandle (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	nuts				anacardo (M)	cashew nut	kruĉa nukso	Cashewnuss (F)	Cashewnuss (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	nuts				piñón (M)	pine nut	pinonukso	Pinienkern (M)	Piniecherne (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	nuts				castaña (F)	chestnut	kaŝtano	Kastanie (F)	Kastanie (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	nuts				uva pasa (F) / pasa (F)	raisin	rosino / sekvinbero	Rosine (F)	Rosine (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	nuts				dátil (M)	date	daktilo	Dattel (F)	Dattle (F)	
10_vocabulary	B1	Vocabulary	Nouns: Food	nuts				higo seco (M)	dry fig	seka figo	trockene Feige (F)	tröchneti Fiige (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fruit				fruta (F)	fruit	frukto	Frucht (F) / Obst (N)	Frücht (F) / Obst (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fruit				naranja (F)	orange	oranĝo	Orange (F)	Orange (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fruit				manzana (F)	apple	pomo	Apfel (M)	Öpfel (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				cereza (F)	cherry	ĉerizo	Kirsche (F)	Chriesi (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fruit				plátano (M)	banana	banano	Banane (F)	Banane (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fruit				pera (F)	pear	piro	Birne (F)	Bire (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	fruit				limón (M)	lemon	citrono	Zitrone (F)	Zitrone (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				uva (F)	grape	vinbero	Traube (F)	Truube (F)	
10_vocabulary	B1	Vocabulary	Nouns: Food	fruit				pomelo (M)	grapefruit	pomelo	Grapefruit (F)	Grapefruit (F) / Grapefrii (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				sandía (F)	watermelon	akvomelono	Wassermelone (F)	Wassermelone (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				melón (M)	melon	melono	Melone (F)	Melone (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				mango (M)	mango	mango	Mango (F)	Mango (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				melocotón (M)	peach	persiko	Pfirsich (M)	Pfirsich (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				pomelo (M)	grapefruit	pomelo	Grapefruit (F)	Grepfi (F) / Grapefruit (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				coco (M)	coconut	kokoso	Kokosnuss (F)	Kokosnuss (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	fruit				kiwi (M)	kiwi	kivo	Kiwi (F)	Kiwi (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	food cover				cascara (F)	shell	ŝelo	Schale (F)	Schale (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	food cover				piel (F)	skin	haŭto	Haut (F)	Huut (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	drink				bebida (F)	drink	trinku	Getränk (N)	Getränk (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	drink				agua (F; pero "el agua")	water	akvo	Wasser (N)	Wasser (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	drink				hielo (M)	ice	glacio	Eis (N)	Iis (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				agua con gas (F; pero "el agua")	sparkling water	karbonata akvo	Wasser mit Gas (N) / Wasser mit Kohlensäure (N)	Sprudelwasser (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				agua sin gas (F; pero "el agua")	still water	nekarbonata akvo	Wasser ohne Gas (N) / stilles Wasser (N)	Mineralwasser (N) / stills Wasser (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				agua del grifo (F; pero "el agua")	tap water	kranakvo	Leitungswasser (N)	Hahnewasser (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				agua mineral	mineral water	mineralakvo	Mineralwasser (N)	Mineralwasser (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	drink				zumo (M)	juice	suko	Saft (M)	Saft (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	drink				zumo de naranja (M)	orange juice	oranĝsuko	Orangensaft (M)	Orangesaft (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	drink				cerveza (F)	beer	biero	Bier (N)	Bier (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				refresco (M)	refreshment	malvarmeta trinkaĵo	Erfrischung (F)	Erfrischig (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				vino (M)	wine	vinon	Wein (M)	Wii (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				vaso de vino (M)	glass of wine	vitro da vino	Glas Wein (N)	Glas Wii (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				café (M)	coffee	kafo	Kaffee (M)	Kafi (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				taza de café (M)	cup of coffee	taso da kafo	Tasse Kaffee (F)	Tasse Kafi (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				té (M)	tea	teo	Tee (M)	Tee (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				taza de té (M)	cup of tea	taso de teo	Tasse Tee (F)	Tasse Tee (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	drink				leche (F)	milk	lakto	Milch (F)	Milch (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	drink				nata (F)	cream	kremo	Sahne (F)	Rahm (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	sweetener				azúcar (F; pero "el azúcar")	sugar	sukero	Zucker (M)	Zucker (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	sweetener				miel (F)	honey	mielo	Honig (M)	Honig (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	sweetener				canela (F)	cinnamon	cinamo	Zimt (M)	Zimt (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	sweetener				azúcar blanco - azúcar blanca (M/F)	white sugar	blanka sukero	weißer Zucker (M)	wiisse Zucker (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	sweetener				azúcar moreno - azúcar morena (M/F)	brown sugar	bruna sukero	brauner Zucker (M)	bruune Zucker (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	sweetener				sacarina (F)	saccharin	sakarino	Saccharin (M)	Saccharin (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	sweetener				edulcorante artificial (M)	artificial sweetener	artefarita dolĉiganto	Süßstoff (M)	Süessstoff (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dessert				postre (M)	dessert	deserto	Dessert (N) / Nachspeise (F)	Dessert (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				tarta (F)	cake	kuko	Kuchen (M)	Chueche (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				chocolate (M)	chocolate	ĉokolado	Schokolade (F)	Schoggi (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				tableta de chocolate (F)	chocolate bar	ĉokoladostangeto	Schokoladentafel (F)	Schoggitafle (F)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				barrita (F)	bar	stangeto	Riegel (M)	Riigel (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				pastel (M)	pie	kukaĵo	Kuchen (M)	Chueche (M)	
10_vocabulary	B1	Vocabulary	Nouns: Food	dessert				tortitas (F)	pancakes	patkuko	Pfannkuchen (M)	Pfannchueche (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				helado (M)	ice cream	glaciaĵo	Eis (N)	Glace (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dessert				caramelo (M)	candy	frandaĵo	Bonbon (N)	Zältli (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dessert				chicle (M)	chewing gum	maĉgumo	Kaugummi (M)	Kaugummi (M)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dessert				bombón (M)	chocolate	bombono	Schokolade (F)	Schoggi (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	dessert				galleta (F)	cookie	kuketo	Keks (M)	Guetzli (N)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				bizcocho (M)	sponge cake	babao	Kuchen (M)	Chueche (M)	
10_vocabulary	A2	Vocabulary	Nouns: Food	dessert				confitura (F) / mermelada (F)	jam	fruktaĵo / marmelado / konfitaĵo	Marmelade (F)	Konfi (F)	
10_vocabulary	B1	Vocabulary	Nouns: Food	ware				vajilla (F) / vajillería (F)	tableware	manĝilaro	Geschirrset (N)	Gschirrset (N)	
10_vocabulary	B1	Vocabulary	Nouns: Food	ware				pieza de vajilla (F)	piece of tableware	peco da manĝilaro	Geschirr (N)	Gschirr (N)	
10_vocabulary	A1	Vocabulary	Nouns: Food	ware				bol (M)	bowl	bovlo	Schüssel (F)	Schüssle (F)	
10_vocabulary	A1	Vocabulary	Nouns: Food	ware				servilleta (F)	napkin	buŝtuko	Serviette (F)	Serviette (F)	
